season,week,celebrity_name,ballroom_partner,celebrity_age,celebrity_industry,industry_code,judge1_score,judge2_score,judge3_score,judge4_score,weekly_total,weekly_avg,num_judges,bonus_points,score_pct,relative_score_pct,cumulative_avg,cumulative_total,score_volatility,score_deviation,weekly_rank,cumulative_rank,weeks_survived,was_bottom_last_week,was_eliminated_last_week,score_change,dance_style,running_order,is_eliminated,is_bottom_two,is_safe,is_winner,search_mean_pre_season,search_max_pre_season,search_std_pre_season,search_recent_3m,search_mean_log,search_max_log,search_std_log,search_recent_3m_log,estimated_fan_vote,pct_J,pct_V,rank_J,N_t,R_J,rank_V,R_V,S_rank,S_pct,simulated_elim_S_rank,simulated_elim_S_pct,simulated_elim_judges_save
1,2,Rachel,Jonathan Roberts,35,Model,5,8.0,8.0,8.0,,24.0,8.0,3,0.0,0.8,0.1983471074380165,7.333333333333334,44.0,0.9428090415820628,0.6666666666666661,2.0,2.0,2,0,0,1.333333333333333,Rumba,1,0,1,0,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357,0.1096161305904388,0.19834710743801653,0.1096161305904388,2.0,6,0.8,6.0,0.0,0.4,0.15398161901422766,0,0,0
1,2,Trista,Louis van Amstel,32,TV Personality,4,6.0,7.0,6.0,,19.0,6.333333333333333,3,0.0,0.6333333333333333,0.1570247933884297,6.166666666666666,37.0,0.2357022603955159,0.1666666666666669,4.0,4.0,2,0,0,0.333333333333333,Rumba,3,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1238998994231224,0.15702479338842976,0.1238998994231224,4.0,6,0.4,5.0,0.2,0.30000000000000004,0.1404623464057761,1,1,1
1,3,Evander,Edyta Sliwinska,42,Athlete,2,5.0,4.0,4.0,,13.0,4.333333333333333,3,0.0,0.4333333333333333,0.1226415094339622,5.0,45.0,0.8819171036881972,-0.666666666666667,5.0,5.0,3,0,0,-0.3333333333333339,Jive,1,1,1,0,0,1.4705882352941178,3,0.6242642728467978,1.0,0.9044562742271522,1.3862943611198906,0.48505495808593,0.6931471805599453,0.320277988910675,0.12264150943396226,0.320277988910675,5.0,5,0.0,1.0,1.0,0.5,0.22145974917231864,0,0,0
1,3,Joey,Ashly DelGrosso,32,Singer/Rapper,3,7.0,7.0,8.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.2075471698113207,7.0,63.0,0.3333333333333328,0.333333333333333,3.0,3.0,3,0,0,0.333333333333333,Jive,5,0,1,0,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906,0.1577317267656326,0.20754716981132076,0.1577317267656326,3.0,5,0.5,4.0,0.25,0.375,0.18263944828847667,1,0,1
1,3,John,Charlotte Jorgensen,50,Actor/Actress,1,9.0,8.0,7.0,,24.0,8.0,3,0.0,0.8,0.2264150943396226,7.777777777777779,70.0,1.018350154434631,0.2222222222222214,2.0,1.0,3,0,0,-0.6666666666666661,Tango,4,0,0,1,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036,0.2187979370355606,0.22641509433962265,0.2187979370355606,2.0,5,0.75,3.0,0.5,0.625,0.22260651568759163,0,0,0
1,3,Kelly,Alec Mazo,29,Actor/Actress,1,6.0,7.0,8.0,,21.0,7.0,3,0.0,0.7,0.1981132075471698,5.666666666666667,51.0,1.3333333333333337,1.333333333333333,4.0,4.0,3,0,0,1.333333333333333,Jive,3,0,0,1,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341005,0.4701567725179441,1.4663370687934272,0.25092214345932,0.19811320754716982,0.25092214345932,4.0,5,0.25,2.0,0.75,0.5,0.22451767550324492,0,0,0
1,3,Rachel,Jonathan Roberts,35,Model,5,8.0,9.0,9.0,,26.0,8.666666666666666,3,0.0,0.8666666666666667,0.2452830188679245,7.777777777777779,70.0,1.0183501544346305,0.8888888888888875,1.0,1.0,3,1,0,0.6666666666666661,Tango,2,0,0,1,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357,0.0522701330482959,0.24528301886792453,0.0522701330482959,1.0,5,1.0,5.0,0.0,0.5,0.14877657595811022,0,1,0
1,4,Joey,Ashly DelGrosso,32,Singer/Rapper,3,7.0,6.0,7.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.217391304347826,6.916666666666667,83.0,0.3191423692521123,-0.25,4.0,3.0,4,1,0,-0.6666666666666661,Samba,1,0,0,1,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906,0.1076727882027626,0.21739130434782608,0.1076727882027626,4.0,4,0.0,4.0,0.0,0.0,0.16253204627529433,1,1,1
1,4,John,Charlotte Jorgensen,50,Actor/Actress,1,7.0,8.0,6.0,,21.0,7.0,3,0.0,0.7,0.2282608695652173,7.583333333333334,91.0,0.9179284245476834,-0.5833333333333339,3.0,2.0,4,0,0,-1.0,Samba,3,0,1,0,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036,0.3182441592216491,0.22826086956521738,0.3182441592216491,3.0,4,0.3333333333333333,2.0,0.6666666666666666,0.5,0.27325251439343323,0,0,0
1,4,Kelly,Alec Mazo,29,Actor/Actress,1,9.0,9.0,8.0,,26.0,8.666666666666666,3,0.0,0.8666666666666667,0.2826086956521739,6.416666666666666,77.0,1.8534252575124748,2.25,1.0,4.0,4,0,0,1.666666666666666,Samba,4,0,0,1,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341005,0.4701567725179441,1.4663370687934272,0.3974730968475342,0.2826086956521739,0.3974730968475342,1.0,4,1.0,1.0,1.0,1.0,0.340040896249854,0,0,0
1,4,Rachel,Jonathan Roberts,35,Model,5,7.0,9.0,9.0,,25.0,8.333333333333334,3,0.0,0.8333333333333334,0.2717391304347826,7.916666666666667,95.0,0.876651879892194,0.4166666666666669,2.0,1.0,4,0,0,-0.3333333333333321,Samba,2,1,1,0,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357,0.1766099333763122,0.2717391304347826,0.1766099333763122,2.0,4,0.6666666666666666,3.0,0.3333333333333333,0.5,0.2241745319055474,0,0,0
1,5,Joey,Ashly DelGrosso,32,Singer/Rapper,3,8.5,7.0,7.0,,22.5,7.5,3,0.0,0.75,0.3082191780821918,7.033333333333333,105.5,0.3800584750330457,0.4666666666666668,3.0,2.0,5,0,0,0.833333333333333,Foxtrot,3,1,1,0,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906,0.2767223417758941,0.3082191780821918,0.2767223417758941,3.0,3,0.0,2.0,0.5,0.25,0.2924707599290429,1,1,1
1,5,John,Charlotte Jorgensen,50,Actor/Actress,1,9.0,9.0,9.0,,27.0,9.0,3,0.0,0.9,0.3698630136986301,7.866666666666667,118.0,1.016530045465127,1.1333333333333329,1.0,1.0,5,1,0,2.0,Foxtrot,1,0,0,1,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036,0.2419039756059646,0.3698630136986301,0.2419039756059646,1.0,3,1.0,3.0,0.0,0.5,0.30588349465229736,0,0,0
1,5,Kelly,Alec Mazo,29,Actor/Actress,1,8.5,7.5,7.5,,23.5,7.833333333333333,3,0.0,0.7833333333333333,0.3219178082191781,6.7,100.5,1.7256238807393045,1.1333333333333329,2.0,3.0,5,0,0,-0.833333333333333,Foxtrot,2,0,1,0,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341005,0.4701567725179441,1.4663370687934272,0.48137366771698,0.3219178082191781,0.48137366771698,2.0,3,0.5,1.0,1.0,0.75,0.401645737968079,0,0,0
1,6,John,Charlotte Jorgensen,50,Actor/Actress,1,9.0,9.0,9.0,,27.0,9.0,3,0.0,0.9,0.4954128440366973,8.055555555555555,145.0,1.0201670161011582,0.9444444444444446,2.0,1.0,6,0,0,0.0,Quickstep,1,0,0,0,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036,0.5769208669662476,0.4954128440366973,0.5769208669662476,2.0,2,0.0,1.0,1.0,0.5,0.5361668555014725,1,0,1
1,6,Kelly,Alec Mazo,29,Actor/Actress,1,8.5,9.5,9.5,,27.5,9.166666666666666,3,0.0,0.9166666666666666,0.5045871559633027,7.111111111111111,128.0,1.8429043101301528,2.0555555555555554,1.0,2.0,6,1,0,1.333333333333333,Samba,2,0,0,0,1,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341005,0.4701567725179441,1.4663370687934272,0.4230791926383972,0.5045871559633027,0.4230791926383972,1.0,2,1.0,2.0,0.0,0.5,0.46383317430084997,0,1,0
2,1,Drew,Cheryl Burke,29,Singer/Rapper,3,8.0,8.0,8.0,,24.0,8.0,3,0.0,0.8,0.123076923076923,8.0,24.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Cha-cha-cha,5,0,0,1,0,0.08,1,0.2768874620972691,0.0,0.0769610411361283,0.6931471805599453,0.2444254463833514,0.0,0.0700714811682701,0.12307692307692308,0.0700714811682701,1.0,10,1.0,10.0,0.0,0.5,0.0965742021225966,0,0,0
2,1,George,Edyta Sliwinska,66,Actor/Actress,1,7.0,5.0,6.0,,18.0,6.0,3,0.0,0.6,0.0923076923076923,6.0,18.0,0.0,0.0,8.0,8.0,1,0,0,0.0,Cha-cha-cha,1,0,0,1,0,6.36,21,3.3401596768218536,10.666666666666666,1.9960599327407849,3.091042453358316,1.4679111393299449,2.456735772821304,0.1112383380532264,0.09230769230769231,0.1112383380532264,8.0,10,0.2222222222222222,2.0,0.8888888888888888,0.5555555555555556,0.10177301518045936,0,0,0
2,1,Giselle,Jonathan Roberts,44,News Anchor,6,7.0,8.0,8.0,,23.0,7.666666666666667,3,0.0,0.7666666666666667,0.1179487179487179,7.666666666666667,23.0,0.0,0.0,2.0,2.0,1,0,0,0.0,Waltz,8,0,0,1,0,0.4,7,1.4433756729740643,3.0,0.3364722366212129,2.0794415416798357,0.8933805557190826,1.3862943611198906,0.1022305339574813,0.11794871794871795,0.1022305339574813,2.0,10,0.8888888888888888,4.0,0.6666666666666666,0.7777777777777777,0.11008962595309962,0,0,0
2,1,Jerry,Anna Trebunskaya,43,Athlete,2,7.0,7.0,7.0,,21.0,7.0,3,0.0,0.7,0.1076923076923077,7.0,21.0,0.0,0.0,5.0,5.0,1,0,0,0.0,Cha-cha-cha,9,0,0,1,0,1.76,4,0.7788880963698616,2.3333333333333335,1.015230679729059,1.6094379124341005,0.5759885041587978,1.203972804325936,0.0783249512314796,0.1076923076923077,0.0783249512314796,5.0,10,0.5555555555555556,8.0,0.2222222222222222,0.3888888888888889,0.09300862946189364,0,0,0
2,1,Kenny,Andrea Hale,46,Sports Broadcaster,7,4.0,5.0,4.0,,13.0,4.333333333333333,3,0.0,0.4333333333333333,0.0666666666666666,4.333333333333333,13.0,0.0,0.0,9.0,9.0,1,0,0,0.0,Cha-cha-cha,3,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0723227337002754,0.06666666666666667,0.0723227337002754,9.0,10,0.1111111111111111,9.0,0.1111111111111111,0.1111111111111111,0.06949470018347104,1,1,1
2,1,Lisa,Louis van Amstel,42,Actor/Actress,1,5.0,7.0,7.0,,19.0,6.333333333333333,3,0.0,0.6333333333333333,0.0974358974358974,6.333333333333333,19.0,0.0,0.0,7.0,7.0,1,0,0,0.0,Waltz,2,0,0,1,0,11.88,57,9.653669423246962,24.666666666666668,2.5556757206762075,4.060443010546419,2.3659043795965737,3.245193133185574,0.0943476930260658,0.09743589743589744,0.0943476930260658,7.0,10,0.3333333333333333,6.0,0.4444444444444444,0.38888888888888884,0.09589179523098162,0,0,0
2,1,Master P,Ashly DelGrosso,35,Singer/Rapper,3,4.0,4.0,4.0,,12.0,4.0,3,0.0,0.4,0.0615384615384615,4.0,12.0,0.0,0.0,10.0,10.0,1,0,0,0.0,Cha-cha-cha,7,0,0,1,0,8.28,14,2.7616420236277306,8.0,2.2278615467981093,2.70805020110221,1.3248555704840683,2.1972245773362196,0.1799882799386978,0.06153846153846154,0.1799882799386978,10.0,10,0.0,1.0,1.0,0.5,0.12076337073857966,0,0,0
2,1,Stacy,Tony Dovolani,26,Athlete,2,8.0,6.0,8.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.1128205128205128,7.333333333333333,22.0,0.0,0.0,4.0,4.0,1,0,0,0.0,Waltz,4,0,0,1,0,2.96,10,1.5937377450509227,5.0,1.3762440252663892,2.3978952727983707,0.9530999801860652,1.791759469228055,0.0899601578712463,0.11282051282051282,0.0899601578712463,4.0,10,0.6666666666666666,7.0,0.3333333333333333,0.5,0.10139033534587956,0,0,0
2,1,Tatum,Nick Kosovich,42,Actor/Actress,1,7.0,8.0,8.0,,23.0,7.666666666666667,3,0.0,0.7666666666666667,0.1179487179487179,7.666666666666667,23.0,0.0,0.0,2.0,2.0,1,0,0,0.0,Waltz,10,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964548736810684,0.11794871794871795,0.0964548736810684,2.0,10,0.8888888888888888,5.0,0.5555555555555556,0.7222222222222222,0.10720179581489317,0,0,0
2,1,Tia,Maksim Chmerkoskiy,39,Actor/Actress,1,6.0,7.0,7.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1025641025641025,6.666666666666667,20.0,0.0,0.0,6.0,6.0,1,0,0,0.0,Waltz,6,0,1,0,0,2.92,7,1.0376254944182253,4.333333333333333,1.366091653802371,2.0794415416798357,0.7117851565886528,1.6739764335716716,0.1050609722733497,0.10256410256410256,0.1050609722733497,6.0,10,0.4444444444444444,3.0,0.7777777777777778,0.6111111111111112,0.10381253741872613,0,0,0
2,2,Drew,Cheryl Burke,29,Singer/Rapper,3,9.0,9.0,9.0,,27.0,9.0,3,0.0,0.9,0.135,8.5,51.0,0.7071067811865476,0.5,2.0,1.0,2,0,0,1.0,Quickstep,2,0,0,1,0,0.08,1,0.2768874620972691,0.0,0.0769610411361283,0.6931471805599453,0.2444254463833514,0.0,0.0535290129482746,0.135,0.0535290129482746,2.0,9,0.875,8.0,0.125,0.5,0.09426450647413731,0,0,0
2,2,George,Edyta Sliwinska,66,Actor/Actress,1,8.0,7.0,7.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.11,6.666666666666666,40.0,0.9428090415820636,0.666666666666667,5.0,6.0,2,0,0,1.333333333333333,Quickstep,4,0,0,1,0,6.36,21,3.3401596768218536,10.666666666666666,1.9960599327407849,3.091042453358316,1.4679111393299449,2.456735772821304,0.1274172514677047,0.11,0.1274172514677047,5.0,9,0.5,3.0,0.75,0.625,0.11870862573385235,0,0,0
2,2,Giselle,Jonathan Roberts,44,News Anchor,6,8.0,8.0,8.0,,24.0,8.0,3,0.0,0.8,0.12,7.833333333333334,47.0,0.2357022603955153,0.166666666666666,3.0,3.0,2,0,0,0.333333333333333,Rumba,9,0,0,1,0,0.4,7,1.4433756729740643,3.0,0.3364722366212129,2.0794415416798357,0.8933805557190826,1.3862943611198906,0.1304852962493896,0.12,0.1304852962493896,3.0,9,0.75,2.0,0.875,0.8125,0.1252426481246948,0,0,0
2,2,Jerry,Anna Trebunskaya,43,Athlete,2,7.0,8.0,8.0,,23.0,7.666666666666667,3,0.0,0.7666666666666667,0.115,7.333333333333334,44.0,0.4714045207910315,0.333333333333333,4.0,4.0,2,0,0,0.666666666666667,Quickstep,6,0,0,1,0,1.76,4,0.7788880963698616,2.3333333333333335,1.015230679729059,1.6094379124341005,0.5759885041587978,1.203972804325936,0.1107323914766311,0.115,0.1107323914766311,4.0,9,0.625,4.0,0.625,0.625,0.11286619573831555,0,0,0
2,2,Lisa,Louis van Amstel,42,Actor/Actress,1,6.0,7.0,7.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1,6.5,39.0,0.2357022603955162,0.1666666666666669,7.0,8.0,2,0,0,0.3333333333333339,Rumba,1,0,0,1,0,11.88,57,9.653669423246962,24.666666666666668,2.5556757206762075,4.060443010546419,2.3659043795965737,3.245193133185574,0.0997789427638053,0.1,0.0997789427638053,7.0,9,0.25,6.0,0.375,0.3125,0.09988947138190266,0,0,0
2,2,Master P,Ashly DelGrosso,35,Singer/Rapper,3,6.0,5.0,5.0,,16.0,5.333333333333333,3,0.0,0.5333333333333333,0.08,4.666666666666666,28.0,0.9428090415820636,0.666666666666667,9.0,9.0,2,0,0,1.333333333333333,Quickstep,8,0,1,0,0,8.28,14,2.7616420236277306,8.0,2.2278615467981093,2.70805020110221,1.3248555704840683,2.1972245773362196,0.23336923122406,0.08,0.23336923122406,9.0,9,0.0,1.0,1.0,0.5,0.15668461561203,0,0,0
2,2,Stacy,Tony Dovolani,26,Athlete,2,9.0,10.0,10.0,,29.0,9.666666666666666,3,0.0,0.9666666666666668,0.145,8.5,51.0,1.6499158227686104,1.166666666666666,1.0,1.0,2,0,0,2.333333333333333,Rumba,7,0,0,1,0,2.96,10,1.5937377450509227,5.0,1.3762440252663892,2.3978952727983707,0.9530999801860652,1.791759469228055,0.1017744243144989,0.145,0.1017744243144989,1.0,9,1.0,5.0,0.5,0.75,0.12338721215724945,0,0,0
2,2,Tatum,Nick Kosovich,42,Actor/Actress,1,5.0,6.0,6.0,,17.0,5.666666666666667,3,0.0,0.5666666666666667,0.085,6.666666666666667,40.0,1.4142135623730951,-1.0,8.0,6.0,2,0,0,-2.0,Rumba,5,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942429155111312,0.085,0.0942429155111312,8.0,9,0.125,7.0,0.25,0.1875,0.0896214577555656,1,0,1
2,2,Tia,Maksim Chmerkoskiy,39,Actor/Actress,1,7.0,8.0,7.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.11,7.0,42.0,0.4714045207910312,0.333333333333333,5.0,5.0,2,1,0,0.6666666666666661,Rumba,3,0,0,1,0,2.92,7,1.0376254944182253,4.333333333333333,1.366091653802371,2.0794415416798357,0.7117851565886528,1.6739764335716716,0.0486705377697944,0.11,0.0486705377697944,5.0,9,0.5,9.0,0.0,0.25,0.0793352688848972,0,1,0
2,3,Drew,Cheryl Burke,29,Singer/Rapper,3,9.0,9.0,9.0,,27.0,9.0,3,0.0,0.9,0.1483516483516483,8.666666666666666,78.0,0.5773502691896258,0.3333333333333339,1.0,1.0,3,0,0,0.0,Jive,3,0,0,1,0,0.08,1,0.2768874620972691,0.0,0.0769610411361283,0.6931471805599453,0.2444254463833514,0.0,0.0651888772845268,0.14835164835164835,0.0651888772845268,1.0,8,1.0,8.0,0.0,0.5,0.10677026281808757,0,0,0
2,3,George,Edyta Sliwinska,66,Actor/Actress,1,7.0,7.0,8.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.1208791208791208,6.888888888888888,62.0,0.7698003589195012,0.4444444444444446,5.0,7.0,3,0,0,0.0,Tango,4,0,1,0,0,6.36,21,3.3401596768218536,10.666666666666666,1.9960599327407849,3.091042453358316,1.4679111393299449,2.456735772821304,0.1405254900455474,0.12087912087912088,0.1405254900455474,5.0,8,0.42857142857142855,2.0,0.8571428571428571,0.6428571428571428,0.13070230546233413,0,0,0
2,3,Giselle,Jonathan Roberts,44,News Anchor,6,7.0,8.0,7.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.1208791208791208,7.666666666666667,69.0,0.3333333333333336,-0.3333333333333339,5.0,3.0,3,0,0,-0.666666666666667,Tango,2,1,1,0,0,0.4,7,1.4433756729740643,3.0,0.3364722366212129,2.0794415416798357,0.8933805557190826,1.3862943611198906,0.1317472010850906,0.12087912087912088,0.1317472010850906,5.0,8,0.42857142857142855,5.0,0.42857142857142855,0.42857142857142855,0.12631316098210574,0,0,0
2,3,Jerry,Anna Trebunskaya,43,Athlete,2,7.0,6.0,6.0,,19.0,6.333333333333333,3,0.0,0.6333333333333333,0.1043956043956044,7.0,63.0,0.666666666666667,-0.666666666666667,7.0,6.0,3,0,0,-1.333333333333334,Jive,1,0,0,1,0,1.76,4,0.7788880963698616,2.3333333333333335,1.015230679729059,1.6094379124341005,0.5759885041587978,1.203972804325936,0.1654226034879684,0.1043956043956044,0.1654226034879684,7.0,8,0.14285714285714285,1.0,1.0,0.5714285714285714,0.1349091039417864,0,0,0
2,3,Lisa,Louis van Amstel,42,Actor/Actress,1,8.0,8.0,9.0,,25.0,8.333333333333334,3,0.0,0.8333333333333334,0.1373626373626373,7.111111111111112,64.0,1.07151675122144,1.2222222222222223,4.0,5.0,3,0,0,1.666666666666667,Jive,5,0,0,1,0,11.88,57,9.653669423246962,24.666666666666668,2.5556757206762075,4.060443010546419,2.3659043795965737,3.245193133185574,0.1330851465463638,0.13736263736263737,0.1330851465463638,4.0,8,0.5714285714285714,4.0,0.5714285714285714,0.5714285714285714,0.13522389195450057,0,0,0
2,3,Master P,Ashly DelGrosso,35,Singer/Rapper,3,6.0,4.0,4.0,,14.0,4.666666666666667,3,0.0,0.4666666666666667,0.0769230769230769,4.666666666666667,42.0,0.6666666666666667,0.0,8.0,8.0,3,1,0,-0.6666666666666661,Jive,7,0,0,1,0,8.28,14,2.7616420236277306,8.0,2.2278615467981093,2.70805020110221,1.3248555704840683,2.1972245773362196,0.0987497642636299,0.07692307692307693,0.0987497642636299,8.0,8,0.0,7.0,0.14285714285714285,0.07142857142857142,0.08783642059335342,1,1,1
